ensembl_gene_id	hgnc_symbol	chromosome_name
ENSG00000243260	RN7SL558P	4
ENSG00000243264	IGKV2D-29	2
ENSG00000243265	RPL23AP55	8
ENSG00000243267	RN7SL614P	1
ENSG00000243273		3
ENSG00000243274	RN7SL571P	13
ENSG00000243276		3
ENSG00000243279	PRAF2	X
ENSG00000243280	RPL36AP19	4
ENSG00000243284	VSIG8	1
ENSG00000243289	AGAP13P	10
ENSG00000243290	IGKV1-12	2
ENSG00000243295	CFAP20DC-DT	3
ENSG00000243297	RPL31P61	19
ENSG00000243302		7
ENSG00000243303		18
ENSG00000243304		5
ENSG00000243305		3
ENSG00000243307	POM121L6P	6
ENSG00000243312	RPL6P13	4
ENSG00000243313	RN7SL285P	6
ENSG00000243314		3
ENSG00000243316	GUCY2GP	10
ENSG00000243317	STMP1	7
ENSG00000243319	FGF14-IT1	13
ENSG00000243328		8
ENSG00000243333	RN7SL174P	5
ENSG00000243335	KCTD7	7
ENSG00000243338	RN7SL307P	15
ENSG00000243339	RN7SL738P	3
ENSG00000243349		10
ENSG00000243352	RN7SL8P	7
ENSG00000243353	RPS29P19	11
ENSG00000243364	EFNA4	1
ENSG00000243368	MCCC1-AS1	3
ENSG00000243370	RN7SL775P	17
ENSG00000243373	RN7SL173P	6
ENSG00000243383	RN7SL89P	4
ENSG00000243384		3
ENSG00000243385		5
ENSG00000243388	RPL3P3	14
ENSG00000243389		2
ENSG00000243396	RPL32P7	3
ENSG00000243398	RN7SL141P	3
ENSG00000243402		8
ENSG00000243403		15
ENSG00000243404	RPL35AP32	15
ENSG00000243406	MRPS31P5	13
ENSG00000243414	TICAM2	5
ENSG00000243417	RPS3AP18	4
ENSG00000243422	RPL23AP49	3
ENSG00000243423		17
ENSG00000243426	RN7SL454P	17
ENSG00000243429	OR7E29P	3
ENSG00000243431	RPL5P30	11
ENSG00000243433		7
ENSG00000243437	RN7SL370P	1
ENSG00000243445		16
ENSG00000243446	RN7SL284P	10
ENSG00000243449	C4orf48	4
ENSG00000243455	RPS18P13	19
ENSG00000243466	IGKV1-5	2
ENSG00000243468	INGX	X
ENSG00000243469	RPL7P51	19
ENSG00000243477	NAA80	3
ENSG00000243478	AOX2P	2
ENSG00000243480	AMY2A	1
ENSG00000243483		3
ENSG00000243485	MIR1302-2HG	1
ENSG00000243488	RN7SL337P	19
ENSG00000243491		2
ENSG00000243494	RPL36AP50	19
ENSG00000243495	GMFBP1	3
ENSG00000243498	UBA52P5	8
ENSG00000243499	RPS6P21	12
ENSG00000243501		6
ENSG00000243504	RPS23P1	8
ENSG00000243508	DNAJB6P7	3
ENSG00000243510	RN7SL111P	2
ENSG00000243514	RPL32P33	17
ENSG00000243516	RPL12P40	18
ENSG00000243517		12
ENSG00000243519	IGLVIVOR22-2	22
ENSG00000243521	RPL5P33	17
ENSG00000243531	EVA1CP3	7
ENSG00000243532	RN7SL19P	8
ENSG00000243537	RPL32P20	8
ENSG00000243538	RPS26P28	5
ENSG00000243539	RN7SL649P	1
ENSG00000243544	RN7SL172P	3
ENSG00000243546	RN7SL108P	14
ENSG00000243547	HNRNPKP4	3
ENSG00000243550	LINC01214	3
ENSG00000243554	CCZ1P1	7
ENSG00000243560	RN7SL364P	19
ENSG00000243562	RN7SL838P	11
ENSG00000243566	UPK3B	7
ENSG00000243568		15
ENSG00000243584		3
ENSG00000243592	RPL17P22	5
ENSG00000243607	RPL35AP26	11
ENSG00000243609	RPS2P44	16
ENSG00000243621		7
ENSG00000243629	LINC00880	3
ENSG00000243633	RN7SL542P	7
ENSG00000243635		3
ENSG00000243641	OR13C7	9
ENSG00000243642	RN7SL526P	19
ENSG00000243646	IL10RB	21
ENSG00000243648		5
ENSG00000243649	CFB	6
ENSG00000243650	RN7SL834P	2
ENSG00000243659		1
ENSG00000243660	ZNF487	10
ENSG00000243661	WBP1LP1	7
ENSG00000243663	RPS4XP14	12
ENSG00000243667	DNAAF10	2
ENSG00000243669	RPL34P23	11
ENSG00000243672	RPS3AP40	11
ENSG00000243674	OR7E66P	3
ENSG00000243678	NME2	17
ENSG00000243679		7
ENSG00000243680	RPL37P23	19
ENSG00000243687	RPL35AP10	3
ENSG00000243696		3
ENSG00000243697	RPL7AP63	16
ENSG00000243701	DUBR	3
ENSG00000243702	RN7SL638P	20
ENSG00000243704	RN7SL105P	17
ENSG00000243708	PLA2G4B	15
ENSG00000243709	LEFTY1	1
ENSG00000243710	CFAP57	1
ENSG00000243711	RPL21P116	15
ENSG00000243716	NPIPB5	16
ENSG00000243720	RPL21P127	18
ENSG00000243725	TTC4	1
ENSG00000243730	RPL29P3	14
ENSG00000243738	RN7SL181P	9
ENSG00000243742	RPLP0P2	11
ENSG00000243744		5
ENSG00000243746	EEF1A1P10	7
ENSG00000243749	TMEM35B	1
ENSG00000243753	HLA-L	6
ENSG00000243759	ST13P15	3
ENSG00000243761	RPL32P4	8
ENSG00000243770	RN7SL65P	2
ENSG00000243771		19
ENSG00000243772	KIR2DL3	19
ENSG00000243775	OSTCP1	6
ENSG00000243777		11
ENSG00000243779	RPL36AP49	18
ENSG00000243782	RN7SL78P	10
ENSG00000243789	JMJD7	15
ENSG00000243794	SNRPCP10	3
ENSG00000243795	LINC02044	3
ENSG00000243797		7
ENSG00000243802		11
ENSG00000243806	RPL7P18	5
ENSG00000243810	CFAP61-AS1	20
ENSG00000243811	APOBEC3D	22
ENSG00000243819	RN7SL832P	2
ENSG00000243824	RPL12P6	14
ENSG00000243829		19
ENSG00000243830		12
ENSG00000243832	LINC02000	3
ENSG00000243836	WDR86-AS1	7
ENSG00000243838	PSMC1P7	3
ENSG00000243844	RPL17P33	8
ENSG00000243845	RN7SL30P	9
ENSG00000243847	RN7SL610P	2
ENSG00000243853	ALDH7A1P3	7
ENSG00000243854	RN7SL67P	12
ENSG00000243855	RPL12P5	14
ENSG00000243859	RPL5P17	5
ENSG00000243870	RN7SL236P	17
ENSG00000243871	RN7SL487P	15
ENSG00000243883	RN7SL419P	4
ENSG00000243885		3
ENSG00000243889	TRBV8-1	7
ENSG00000243894	RPS3AP16	4
ENSG00000243902		22
ENSG00000243904	RPSAP5	14
ENSG00000243905	RN7SL679P	1
ENSG00000243910	TUBA4B	2
ENSG00000243911	RN7SL430P	9
ENSG00000243915	THAP12P2	3
ENSG00000243916		12
ENSG00000243918	EIF4BP8	3
ENSG00000243926	TIPARP-AS1	3
ENSG00000243927	MRPS6	21
ENSG00000243943	ZNF512	2
ENSG00000243944		3
ENSG00000243951	RN7SL308P	8
ENSG00000243953		3
ENSG00000243954	RN7SL743P	16
ENSG00000243955	GSTA1	6
ENSG00000243959	RN7SL684P	5
ENSG00000243960		1
ENSG00000243964	RPL23AP65	11
ENSG00000243968	RN7SL402P	19
ENSG00000243970	PPIEL	1
ENSG00000243974	VTI1BP1	3
ENSG00000243976	RN7SL523P	14
ENSG00000243977	H3P13	3
ENSG00000243979		8
ENSG00000243980	RN7SL702P	Y
ENSG00000243981		7
ENSG00000243988	RPS24P17	16
ENSG00000243989	ACY1	3
ENSG00000243991	RN7SL447P	3
ENSG00000244002	RPSAP39	4
ENSG00000244004	RPS3AP19	4
ENSG00000244005	NFS1	20
ENSG00000244009	B3GAT3P1	3
ENSG00000244019	RPS2P24	5
ENSG00000244020	MT1HL1	1
ENSG00000244021		4
ENSG00000244026	FAM86DP	3
ENSG00000244036	UBE2H-DT	7
ENSG00000244038	DDOST	1
ENSG00000244039		3
ENSG00000244040	IL12A-AS1	3
ENSG00000244041	LINC01011	6
ENSG00000244043	RPS27P27	16
ENSG00000244044	RN7SL735P	17
ENSG00000244045	TMEM199	17
ENSG00000244048	RPS18P6	3
ENSG00000244050	DEFB109F	12
ENSG00000244052	RPL5P24	8
ENSG00000244053	RPL13AP2	14
ENSG00000244055		7
ENSG00000244056	RN7SL417P	15
ENSG00000244060	RPS2P41	12
ENSG00000244061		5
ENSG00000244063		2
ENSG00000244065	MARK2P17	3
ENSG00000244071	RPL9P33	19
ENSG00000244073	RPS4XP6	5
ENSG00000244076		5
ENSG00000244080	RN7SL833P	19
ENSG00000244086		17
ENSG00000244091	RN7SL483P	12
ENSG00000244097	RPS4XP17	17
ENSG00000244101	HMGN1P10	3
ENSG00000244113		8
ENSG00000244115	DNAJC25-GNG10	9
ENSG00000244116	IGKV2-28	2
ENSG00000244119	PDCL3P4	3
ENSG00000244124	ATP1B3-AS1	3
ENSG00000244131	RPSAP51	12
ENSG00000244134	RPS12P20	11
ENSG00000244142	ATP6V0CP2	3
ENSG00000244146		4
ENSG00000244151		7
ENSG00000244153	WWP1P1	3
ENSG00000244155	CYP4F34P	13
ENSG00000244157	EIF4E2P2	3
ENSG00000244158	CALHM6-AS1	6
ENSG00000244159	RPS27AP13	8
ENSG00000244161	FLNB-AS1	3
ENSG00000244165	P2RY11	19
ENSG00000244171	PBX2P1	3
ENSG00000244176		11
ENSG00000244183	PPIAP71	3
ENSG00000244184	PELP1-DT	17
ENSG00000244187	TMEM141	9
ENSG00000244192		5
ENSG00000244196	PPIAP15	3
ENSG00000244198	ARHGEF35-AS1	7
ENSG00000244203	FOXP1-AS1	3
ENSG00000244218	RN7SL81P	7
ENSG00000244219	TMEM225B	7
ENSG00000244226	ILF2P1	3
ENSG00000244227	LRRC77P	3
ENSG00000244229	RPL26P35	18
ENSG00000244230	RN7SL151P	9
ENSG00000244232	RN7SL698P	3
ENSG00000244234	GMCL2	5
ENSG00000244236	RN7SL604P	2
ENSG00000244239	ICA1-AS1	7
ENSG00000244242	IFITM10	11
ENSG00000244244	RPS3AP42	11
ENSG00000244245		5
ENSG00000244249		3
ENSG00000244251		15
ENSG00000244255		6
ENSG00000244256	RN7SL130P	1
ENSG00000244257	PKD1P1	16
ENSG00000244259		11
ENSG00000244260		2
ENSG00000244264	RN7SL597P	13
ENSG00000244265	SIAH2-AS1	3
ENSG00000244266		12
ENSG00000244267	RPL34P22	11
ENSG00000244268		3
ENSG00000244273	PGBD4P1	7
ENSG00000244274	DBNDD2	20
ENSG00000244283	RPL23AP73	17
ENSG00000244286	ITGB5-AS1	3
ENSG00000244289	RPS3AP35	8
ENSG00000244294	RN7SL740P	21
ENSG00000244296	RN7SL168P	22
ENSG00000244300	GATA2-AS1	3
ENSG00000244306		14
ENSG00000244307	RN7SL395P	8
ENSG00000244308	RN7SL762P	3
ENSG00000244313		11
ENSG00000244314	RN7SL36P	3
ENSG00000244318	RN7SL252P	7
ENSG00000244327		3
ENSG00000244328	RN7SL845P	7
ENSG00000244331		5
ENSG00000244332		10
ENSG00000244335	RN7SL687P	X
ENSG00000244345		3
ENSG00000244346		3
ENSG00000244355	LY6G6D	6
ENSG00000244356	RN7SL398P	10
ENSG00000244357	RN7SL145P	3
ENSG00000244363	RPL7P23	5
ENSG00000244371	PFN1P8	1
ENSG00000244376	RN7SL636P	20
ENSG00000244378	RPS2P45	16
ENSG00000244380		3
ENSG00000244381	SDHDP3	3
ENSG00000244383	FAM3D-AS1	3
ENSG00000244389	RN7SL242P	1
ENSG00000244390	RPS6P22	12
ENSG00000244391	RN7SL330P	12
ENSG00000244392	RN7SL869P	7
ENSG00000244398	RPL36AP37	11
ENSG00000244405	ETV5	3
ENSG00000244411	KRTAP5-7	11
ENSG00000244414	CFHR1	1
ENSG00000244425	RN7SL268P	22
ENSG00000244427	RPS3AP31	8
ENSG00000244432	RPL39P28	12
ENSG00000244436		12
ENSG00000244437	IGKV3-15	2
ENSG00000244451	RPL34P21	11
ENSG00000244456	SPECC1P2	17
ENSG00000244459		4
ENSG00000244462	RBM12	20
ENSG00000244468		3
ENSG00000244476	ERVFRD-1	6
ENSG00000244480		7
ENSG00000244482	LILRA6	19
ENSG00000244485	RPL18P13	16
ENSG00000244486	SCARF2	22
ENSG00000244490	RWDD4P1	7
ENSG00000244493	SLC9A9-AS2	3
ENSG00000244502	HDAC11-AS1	3
ENSG00000244509	APOBEC3C	22
ENSG00000244513	EOGT-DT	3
ENSG00000244514	RN7SL125P	17
ENSG00000244515	KRT18P34	3
ENSG00000244527		18
ENSG00000244532	RN7SL380P	12
ENSG00000244535		11
ENSG00000244537	KRTAP4-2	17
ENSG00000244538		4
ENSG00000244556	ODCP	7
ENSG00000244558	KCNK15-AS1	20
ENSG00000244560		7
ENSG00000244573	RPL30P11	12
ENSG00000244575	IGKV1-27	2
ENSG00000244582	RPL21P120	17
ENSG00000244585	RPL12P33	12
ENSG00000244588	RAD21L1	20
ENSG00000244593		8
ENSG00000244604		17
ENSG00000244607	CCDC13	3
ENSG00000244610	RN7SL756P	17
ENSG00000244617	ASPRV1	2
ENSG00000244618	RN7SL334P	6
ENSG00000244620		14
ENSG00000244623	OR2AE1	7
ENSG00000244625	MIATNB	22
ENSG00000244627	TPTEP2	22
ENSG00000244630		5
ENSG00000244640	RPLP0P8	3
ENSG00000244641	RPS26P43	11
ENSG00000244642	RN7SL396P	8
ENSG00000244649	LINC02086	17
ENSG00000244657		7
ENSG00000244661	TRBV12-1	7
ENSG00000244668	SNRPCP3	3
ENSG00000244671	RN7SL280P	22
ENSG00000244674	RPS3AP15	3
ENSG00000244675		3
ENSG00000244676		21
ENSG00000244677	RN7SL706P	14
ENSG00000244681	MTHFD2P1	3
ENSG00000244682	FCGR2C	1
ENSG00000244687	UBE2V1	20
ENSG00000244691	RPL10AP1	14
ENSG00000244694	PTCHD4	6
ENSG00000244699	EVA1CP5	3
ENSG00000244701		7
ENSG00000244703	CD46P1	1
ENSG00000244705	RPLP0P10	15
ENSG00000244710	RN7SL47P	6
ENSG00000244712		12
ENSG00000244716		1
ENSG00000244717	RPS27P14	5
ENSG00000244720	NT5C3AP2	3
ENSG00000244722	RPSAP29	3
ENSG00000244723	ASLP1	22
ENSG00000244730		3
ENSG00000244731	C4A	6
ENSG00000244733		10
ENSG00000244734	HBB	11
ENSG00000244740		3
ENSG00000244748	RN7SL153P	5
ENSG00000244752	CRYBB2	22
ENSG00000244754	N4BP2L2	13
ENSG00000244757		9
ENSG00000244879	GABPB1-AS1	15
ENSG00000244921	MTCYBP18	5
ENSG00000244926	ALKBH3-AS1	11
ENSG00000244932		3
ENSG00000244945	RUFY1-AS1	5
ENSG00000244953		11
ENSG00000244968	LIFR-AS1	5
ENSG00000244998		8
ENSG00000245008		11
ENSG00000245017	LINC02453	12
ENSG00000245025		8
ENSG00000245059		16
ENSG00000245060	LINC00847	5
ENSG00000245067	IGFBP7-AS1	4
ENSG00000245080	MIR3150BHG	8
ENSG00000245105	A2M-AS1	12
ENSG00000245112	SMARCA5-AS1	4
ENSG00000245146	MALINC1	5
ENSG00000245148	ARAP1-AS2	11
ENSG00000245149	RNF139-DT	8
ENSG00000245156		11
ENSG00000245164	LINC00861	8
ENSG00000245205	EEF1A1P4	12
ENSG00000245213	GALNT7-DT	4
ENSG00000245248	USP2-AS1	11
ENSG00000245275	SAP30L-AS1	5
ENSG00000245281	ASAH1-AS1	8
ENSG00000245293	CYP2U1-AS1	4
ENSG00000245317	MRNIP-DT	5
ENSG00000245322	H2AZ1-DT	4
ENSG00000245330	DEPTOR-AS1	8
ENSG00000245384	CXXC4-AS1	4
ENSG00000245466	TTC9-DT	14
ENSG00000245468	LINC02447	4
ENSG00000245479	LINC01585	15
ENSG00000245498	MSANTD2-AS1	11
ENSG00000245522	LINC02709	11
ENSG00000245526	LINC00461	5
ENSG00000245532	NEAT1	11
ENSG00000245534	RORA-AS1	15
ENSG00000245552	LNCRNA-IUR	11
ENSG00000245556	SCAMP1-AS1	5
ENSG00000245571	FAM111A-DT	11
ENSG00000245573	BDNF-AS	11
ENSG00000245598	DACT3-AS1	19
ENSG00000245614	DDX11-AS1	12
ENSG00000245648	KLRK1-AS1	12
ENSG00000245651		12
ENSG00000245667		12
ENSG00000245680	ZNF585B	19
ENSG00000245685	FRG1-DT	4
ENSG00000245694	CRNDE	16
ENSG00000245711	NADK2-AS1	5
ENSG00000245719		15
ENSG00000245729	LINC02226	5
ENSG00000245748		4
ENSG00000245750	DRAIC	15
ENSG00000245768		16
ENSG00000245812	LINC02202	5
ENSG00000245832	MIR4300HG	11
ENSG00000245848	CEBPA	19
ENSG00000245849	RAD51-AS1	15
ENSG00000245857		8
ENSG00000245864	MEF2C-AS2	5
ENSG00000245869		11
ENSG00000245870	LINC00682	4
ENSG00000245888	NSMCE1-DT	16
ENSG00000245904	BTG1-DT	12
ENSG00000245910	SNHG6	8
ENSG00000245928	SDAD1-AS1	4
ENSG00000245937	SLC12A2-DT	5
ENSG00000245954	LINC02273	4
ENSG00000245958	SEPTIN7P14	4
ENSG00000245970	RPL30-AS1	8
ENSG00000245975	MINDY2-DT	15
ENSG00000246016	LINC01513	5
ENSG00000246067	RAB30-DT	11
ENSG00000246082	NUDT16L2P	3
ENSG00000246084	LINC02325	14
ENSG00000246089	MCPH1-DT	8
ENSG00000246090		4
ENSG00000246100	LINC00900	11
ENSG00000246115	SUPT4H1P2	12
ENSG00000246130		8
ENSG00000246145	RRS1-DT	8
ENSG00000246174	KCTD21-AS1	11
ENSG00000246203		1
ENSG00000246211	P4HA3-AS1	11
ENSG00000246214	RETREG1-AS1	5
ENSG00000246223	LINC01550	14
ENSG00000246225		11
ENSG00000246228	CASC8	8
ENSG00000246250		11
ENSG00000246263	UBR5-DT	8
ENSG00000246273	SBF2-AS1	11
ENSG00000246308		11
ENSG00000246323	FAM13B-AS1	5
ENSG00000246331		12
ENSG00000246334	PRR7-AS1	5
ENSG00000246339	EXTL3-AS1	8
ENSG00000246363	LINC02458	12
ENSG00000246366	LACTB2-AS1	8
ENSG00000246375	PPM1K-DT	4
ENSG00000246379	GNAO1-DT	16
ENSG00000246394	ZNF84-DT	12
ENSG00000246422	DIAPH1-AS1	5
ENSG00000246430	LINC00968	8
ENSG00000246451	KLC1-AS1	14
ENSG00000246465		16
ENSG00000246477		8
ENSG00000246523	FZD4-DT	11
ENSG00000246526	LINC02481	4
ENSG00000246528	SLCO5A1-AS1	8
ENSG00000246548	LINC02288	14
ENSG00000246560	UBE2D3-AS1	4
ENSG00000246575		2
ENSG00000246582	TNFRSF10A-DT	8
ENSG00000246596		5
ENSG00000246627	CACNA1C-AS1	12
ENSG00000246640	PICART1	17
ENSG00000246662	CIBAR1-DT	8
ENSG00000246695	RASSF8-AS1	12
ENSG00000246705	H2AJ	12
ENSG00000246731		17
ENSG00000246740	PLA2G4E-AS1	15
ENSG00000246763	RGMB-AS1	5
ENSG00000246777	DYNC1LI2-DT	16
ENSG00000246790	SORL1-AS1	11
ENSG00000246792		8
ENSG00000246820	RIC3-DT	11
ENSG00000246851		9
ENSG00000246859	STARD4-AS1	5
ENSG00000246863	GPR176-DT	15
ENSG00000246877	DNM1P35	15
ENSG00000246889	CTTN-DT	11
ENSG00000246898	LINC00920	16
ENSG00000246922	UBAP1L	15
ENSG00000246982	BRPF3-AS1	6
ENSG00000246985	SOCS2-AS1	12
ENSG00000247011		17
ENSG00000247077	PGAM5	12
ENSG00000247081	BAALC-AS1	8
ENSG00000247092	SNHG10	14
ENSG00000247095	MIR210HG	11
ENSG00000247121		5
ENSG00000247130		4
ENSG00000247131		12
ENSG00000247134		8
ENSG00000247137	ANKRD42-DT	11
ENSG00000247151	CSTF3-DT	11
ENSG00000247157	LINC01252	12
ENSG00000247193		4
ENSG00000247199	FBXO38-DT	5
ENSG00000247213	LINC01498	12
ENSG00000247228		16
ENSG00000247240	UBL7-DT	15
ENSG00000247271	ZBED5-AS1	11
ENSG00000247287	PRKCH-AS1	14
ENSG00000247311		5
ENSG00000247315	ZCCHC3	20
ENSG00000247317	LY6E-DT	8
ENSG00000247324		16
ENSG00000247345		5
ENSG00000247363	NUP107-DT	12
ENSG00000247372		5
ENSG00000247373	TMED2-DT	12
ENSG00000247400	DNAJC3-DT	13
ENSG00000247402		5
ENSG00000247416		11
ENSG00000247473	CARS1-AS1	11
ENSG00000247498	GPRC5D-AS1	12
ENSG00000247516	MIR4458HG	5
ENSG00000247556	OIP5-AS1	15
ENSG00000247570	SDCBPP2	8
ENSG00000247572	CKMT2-AS1	5
ENSG00000247595	SPTY2D1OS	11
ENSG00000247596	TWF2	3
ENSG00000247624	CPEB2-DT	4
ENSG00000247626	MARS2	2
ENSG00000247627	MTND4P12	5
ENSG00000247675	LRP4-AS1	11
ENSG00000247679		5
ENSG00000247699	FABP6-AS1	5
ENSG00000247708	STX18-AS1	4
ENSG00000247728	ARHGAP11B-DT	15
ENSG00000247735	KCTD13-DT	16
ENSG00000247746	USP51	X
ENSG00000247763	TUBAP14	5
ENSG00000247765		15
ENSG00000247774	PCED1B-AS1	12
ENSG00000247775	SNCA-AS1	4
ENSG00000247796	MOCS2-DT	5
ENSG00000247809	NR2F2-AS1	15
ENSG00000247828	TMEM161B-DT	5
ENSG00000247853		12
ENSG00000247867	DGAT2-DT	11
ENSG00000247877	FAM174A-DT	5
ENSG00000247903		12
ENSG00000247911	HMGN1P12	5
ENSG00000247925		6
ENSG00000247934		12
ENSG00000247950	SEC24B-AS1	4
ENSG00000247970		14
ENSG00000247982	LINC00926	15
ENSG00000248008	NRAV	12
ENSG00000248015		19
ENSG00000248019	FAM13A-AS1	4
ENSG00000248027	ARHGAP42-AS1	11
ENSG00000248029		5
ENSG00000248049	UBA6-DT	4
ENSG00000248050	SYBU-AS1	8
ENSG00000248079	DPH6-DT	15
ENSG00000248092	NNT-AS1	5
ENSG00000248098	BCKDHA	19
ENSG00000248099	INSL3	19
ENSG00000248100		12
ENSG00000248101		19
ENSG00000248103		5
ENSG00000248112		5
ENSG00000248115		4
ENSG00000248121	SMURF2P1	17
ENSG00000248122	APOOP4	4
ENSG00000248124	RRN3P1	16
ENSG00000248125		5
ENSG00000248126		5
ENSG00000248127	SV2C-AS1	5
ENSG00000248131	LINC01194	5
ENSG00000248144	ADH1C	4
ENSG00000248148		5
ENSG00000248150	LINC02150	5
ENSG00000248152	ANK2-AS1	4
ENSG00000248155		4
ENSG00000248159	HSPA8P11	8
ENSG00000248161		4
ENSG00000248162	CHORDC1P3	4
ENSG00000248165		4
ENSG00000248167	TRIM39-RPP21	6
ENSG00000248172		17
ENSG00000248174	LINC02268	4
ENSG00000248180	GAPDHP60	4
ENSG00000248185		5
ENSG00000248191	PES1P1	4
ENSG00000248196		4
ENSG00000248200		4
ENSG00000248202	LINC02234	5
ENSG00000248206		4
ENSG00000248208	WDR45P1	4
ENSG00000248213	CICP16	4
ENSG00000248215	LINC02505	4
ENSG00000248216	KCTD9P5	5
ENSG00000248221	STX18-IT1	4
ENSG00000248227	LINC02513	4
ENSG00000248235		8
ENSG00000248238	LINC02438	4
ENSG00000248240		5
ENSG00000248242		4
ENSG00000248243	LINC02014	3
ENSG00000248245		5
ENSG00000248249		4
ENSG00000248254		4
ENSG00000248256	OCIAD1-AS1	4
ENSG00000248261		5
ENSG00000248265		12
ENSG00000248268		5
ENSG00000248271	PGAM1P1	5
ENSG00000248275	TRIM52-AS1	5
ENSG00000248278	SUMO2P17	17
ENSG00000248283	CCNL2P1	4
ENSG00000248288		5
ENSG00000248290	TNXA	6
ENSG00000248305		4
ENSG00000248309	MEF2C-AS1	5
ENSG00000248317		4
ENSG00000248318		8
ENSG00000248319	LINC02275	4
ENSG00000248323	LUCAT1	5
ENSG00000248327	NOL8P1	4
ENSG00000248333	CDK11B	1
ENSG00000248334	WHAMMP2	15
ENSG00000248335		4
ENSG00000248339	LINC02504	4
ENSG00000248340	PIMREGP4	4
ENSG00000248356		4
ENSG00000248358		14
ENSG00000248360	LINC00504	4
ENSG00000248366	TRAJ51	14
ENSG00000248367		5
ENSG00000248371	LINC02056	5
ENSG00000248373		4
ENSG00000248374		3
ENSG00000248375		4
ENSG00000248383	PCDHAC1	5
ENSG00000248385	TARM1	19
ENSG00000248394	FOSL1P1	4
ENSG00000248399		4
ENSG00000248400	ST13P12	5
ENSG00000248401		4
ENSG00000248405	PRR5-ARHGAP8	22
ENSG00000248408	LINC02469	4
ENSG00000248415	GAPDHP61	15
ENSG00000248416		4
ENSG00000248419		4
ENSG00000248424	OR51K1P	11
ENSG00000248429	GASK1B-AS1	4
ENSG00000248431		4
ENSG00000248434		4
ENSG00000248441	LETR1	15
ENSG00000248443		5
ENSG00000248444	HNRNPA1P65	4
ENSG00000248445	SEMA6A-AS1	5
ENSG00000248448	COX5BP1	4
ENSG00000248449	PCDHGB8P	5
ENSG00000248455	LINC02217	5
ENSG00000248458		1
ENSG00000248459		3
ENSG00000248466		4
ENSG00000248468		3
ENSG00000248469		5
ENSG00000248472	DDX11L9	15
ENSG00000248473	LINC01962	5
ENSG00000248475		5
ENSG00000248476	BACH1-IT1	21
ENSG00000248477	NAIPP3	5
ENSG00000248483	POU5F2	5
ENSG00000248485	PCP4L1	1
ENSG00000248487	ABHD14A	3
ENSG00000248489	CHD1-DT	5
ENSG00000248503	C4orf46P2	X
ENSG00000248508	SRP14-DT	15
ENSG00000248510	LINC02267	4
ENSG00000248514		5
ENSG00000248516		4
ENSG00000248521		4
ENSG00000248522	SBF1P1	8
ENSG00000248527	MTATP6P1	1
ENSG00000248528	LINC02058	5
ENSG00000248530	BCL2L12P1	3
ENSG00000248531	NDUFA5P12	8
ENSG00000248537		5
ENSG00000248538	PPP1R3B-DT	8
ENSG00000248539	LINC02117	5
ENSG00000248540		15
ENSG00000248544		5
ENSG00000248546	ANP32C	4
ENSG00000248550	OTX2-AS1	14
ENSG00000248551		4
ENSG00000248553	OR52H2P	11
ENSG00000248554	C5orf34-AS1	5
ENSG00000248559		5
ENSG00000248564		4
ENSG00000248565	TECRP2	4
ENSG00000248568	KRT8P48	5
ENSG00000248569		5
ENSG00000248571		4
ENSG00000248576		12
ENSG00000248578	NPM1P21	8
ENSG00000248585		8
ENSG00000248587	GDNF-AS1	5
ENSG00000248592	STIMATE-MUSTN1	3
ENSG00000248593	DSTNP2	12
ENSG00000248596		5
ENSG00000248599		8
ENSG00000248605		5
ENSG00000248608		4
ENSG00000248610	HSPA8P4	5
ENSG00000248618	ENPP7P3	3
ENSG00000248624		5
ENSG00000248626	GAPDHP40	5
ENSG00000248629		4
ENSG00000248633	GET1P1	4
ENSG00000248634		5
ENSG00000248636		12
ENSG00000248637		4
ENSG00000248639		4
ENSG00000248640	HNRNPA1P56	4
ENSG00000248641	HMGA1P2	4
ENSG00000248642	OR10J2P	1
ENSG00000248643	RBM14-RBM4	11
ENSG00000248648		5
ENSG00000248659		3
ENSG00000248663	LINC00992	5
ENSG00000248664		5
ENSG00000248668	OXCT1-AS1	5
ENSG00000248671		11
ENSG00000248672	LY75-CD302	2
ENSG00000248676		4
ENSG00000248677	LINC02102	5
ENSG00000248682	ARHGAP22-IT1	10
ENSG00000248684	BIN2P2	5
ENSG00000248692	ADGRL3-AS1	4
ENSG00000248693	LINC02100	5
ENSG00000248696		5
ENSG00000248697	TOX4P1	4
ENSG00000248699		5
ENSG00000248701		5
ENSG00000248702		17
ENSG00000248711	THUMPD3P1	7
ENSG00000248712	CCDC153	11
ENSG00000248713	C4orf54	4
ENSG00000248714	ZNF652-AS1	17
ENSG00000248719	PRDM8-AS1	4
ENSG00000248724	NPHP3-AS1	3
ENSG00000248725		4
ENSG00000248727	LINC01948	5
ENSG00000248729	MTCO1P30	5
ENSG00000248730	EGFLAM-AS4	5
ENSG00000248734		5
ENSG00000248738		8
ENSG00000248740	LINC02428	4
ENSG00000248746	ACTN3	11
ENSG00000248747		4
ENSG00000248751		22
ENSG00000248752		5
ENSG00000248753		5
ENSG00000248758		5
ENSG00000248762		8
ENSG00000248769		5
ENSG00000248771	SMIM31	4
ENSG00000248773		3
ENSG00000248774		4
ENSG00000248780	ARL4AP2	4
ENSG00000248781	PSMC1P4	5
ENSG00000248783		5
ENSG00000248785	HIGD1AP14	4
ENSG00000248787		3
